Student ID,Student Name,Date of Birth,Field of Study,Year of Admission,Expected Year of Graduation,Current Semester,Specialization,Fees,Discount on Fees
179820,Daniel Nunez,2004-06-04,Chemical Engineering,2021,2023,3,Network Security,52971,5271
208424,Pamela Walter,2001-06-02,Computer Science,2022,2021,1,Data Science,56886,10386
772458,Jessica Fuentes,2004-05-13,Mechanical Engineering,2016,2020,2,Data Science,177934,6013
516285,Kristen Gutierrez,2006-03-25,Chemical Engineering,2021,2022,3,Artificial Intelligence,188866,10710
527027,Tamara Velasquez,2001-03-21,Electrical Engineering,2019,2017,4,Data Science,121946,22762
187991,Stephanie Blackburn,2004-03-02,Chemical Engineering,2018,2022,2,Web Development,126491,15869
199300,Jennifer Vasquez,2002-11-24,Electrical Engineering,2018,2017,4,Web Development,84849,6104
554797,Joshua Anderson,1999-01-12,Civil Engineering,2018,2022,2,Machine Learning,150559,14677
730584,Justin Smith,2001-02-17,Civil Engineering,2021,2017,3,Network Security,113867,21330
271602,Anthony Jarvis,1999-05-22,Chemical Engineering,2016,2023,3,Web Development,191052,20839
919750,Trevor Morris,2004-07-06,Electrical Engineering,2019,2018,3,Web Development,63891,9003
289297,Martha Lowe,2000-03-26,Civil Engineering,2017,2023,3,Data Science,186469,9557
891742,Luke Waters,2001-08-10,Chemical Engineering,2017,2018,2,Web Development,83747,7153
591047,John Moore,1997-06-17,Chemical Engineering,2020,2019,1,Network Security,70063,2716
193737,Hannah Roberts,2003-09-08,Mechanical Engineering,2018,2022,2,Artificial Intelligence,112416,19961
931736,Ernest Stephens,2004-12-01,Mechanical Engineering,2019,2020,1,Network Security,159019,14959
213775,James Armstrong,1999-09-13,Civil Engineering,2018,2022,3,Web Development,56503,5781
192190,Justin Ramirez,2004-07-17,Civil Engineering,2019,2017,3,Web Development,191504,14796
368759,Derek Moore,2000-03-15,Civil Engineering,2017,2018,1,Web Development,109908,5444
285108,Monique Murray,2003-10-27,Mechanical Engineering,2022,2017,2,Artificial Intelligence,127557,17183
780348,Tammy Vargas,2002-09-29,Electrical Engineering,2017,2023,4,Data Science,165492,855
743799,David Gardner,2003-10-21,Civil Engineering,2021,2020,4,Artificial Intelligence,149484,23121
309331,Denise Fowler,1998-08-20,Computer Science,2019,2022,4,Artificial Intelligence,71004,13079
818923,Victor Pena,2002-08-29,Computer Science,2020,2022,1,Artificial Intelligence,56227,1549
795951,Jay Mosley,1998-02-13,Electrical Engineering,2017,2019,3,Web Development,189464,31847
169228,Sherri Gibson,2003-12-02,Mechanical Engineering,2019,2023,4,Artificial Intelligence,132183,13282
971207,Scott Brown,2004-07-18,Civil Engineering,2019,2017,3,Network Security,109659,10052
535530,Virginia Prince,2002-08-02,Computer Science,2016,2017,4,Artificial Intelligence,190897,11207
527353,James Matthews,2003-01-30,Electrical Engineering,2021,2018,3,Machine Learning,103167,14559
617768,Emily Macdonald,1999-02-20,Mechanical Engineering,2019,2021,4,Data Science,142546,12936
112407,John Williams,2003-08-28,Civil Engineering,2019,2022,1,Data Science,176003,14131
458416,Nicole Jensen,2005-08-07,Mechanical Engineering,2022,2018,2,Web Development,72864,11787
125740,Audrey Hoffman,1997-07-25,Computer Science,2017,2018,3,Web Development,184589,16103
757550,Amber Fox,2004-10-23,Chemical Engineering,2019,2018,2,Data Science,152186,23404
454135,Linda Smith,2005-11-04,Chemical Engineering,2017,2017,4,Web Development,128514,15166
985537,Cynthia Peters,2004-05-06,Computer Science,2021,2017,1,Machine Learning,79426,1130
769699,Lisa Moss,1998-12-31,Civil Engineering,2016,2017,4,Data Science,54571,670
466560,Greg Smith,1997-08-07,Electrical Engineering,2019,2021,3,Data Science,132586,4292
107879,Allen Black,2005-12-03,Civil Engineering,2022,2017,2,Data Science,165521,1049
662841,Eric Wheeler,2004-07-02,Electrical Engineering,2019,2023,2,Machine Learning,120706,7894
607045,Melissa Yoder,2004-04-09,Chemical Engineering,2016,2022,1,Artificial Intelligence,169902,4893
102403,Alexander Hughes,2001-05-10,Civil Engineering,2017,2020,2,Web Development,137541,13566
215667,Sandy Sanders,2001-03-09,Civil Engineering,2019,2017,3,Web Development,96398,1155
848753,Gerald Rodriguez,1999-09-18,Computer Science,2018,2017,3,Network Security,54426,3039
233472,Danny George,2001-12-12,Computer Science,2019,2022,4,Machine Learning,83661,4787
249104,Jon Ferguson,2004-07-25,Electrical Engineering,2019,2022,1,Data Science,173089,30500
760187,Alicia Anderson,2002-10-31,Computer Science,2022,2022,4,Web Development,87874,14675
644327,Brian Robinson,2000-04-17,Civil Engineering,2021,2019,1,Artificial Intelligence,130725,16928
361911,David Tapia,2002-12-29,Computer Science,2017,2017,1,Network Security,72639,2340
637762,Charles Johnson,2000-08-23,Electrical Engineering,2020,2023,3,Artificial Intelligence,166641,8593
895636,Sandra Browning,1997-12-22,Mechanical Engineering,2022,2018,2,Data Science,90319,11160
686129,Cynthia Nash,2003-04-05,Chemical Engineering,2019,2021,2,Machine Learning,132461,1676
433478,Karen Butler,1999-01-10,Computer Science,2020,2022,2,Web Development,81804,14811
826236,Jennifer Davis,2003-11-24,Chemical Engineering,2017,2018,4,Artificial Intelligence,63815,11002
145589,Shawn Mann,2001-06-09,Chemical Engineering,2016,2018,3,Data Science,74138,3304
219379,Christina Hill,1997-06-24,Electrical Engineering,2018,2018,4,Machine Learning,141018,10654
166924,David Myers,1998-08-05,Electrical Engineering,2016,2023,2,Data Science,109579,14135
436333,Mary Owen,2005-03-12,Electrical Engineering,2022,2022,4,Artificial Intelligence,165876,13953
387073,Heather Tucker,2004-02-08,Civil Engineering,2017,2020,1,Data Science,123058,13813
165368,Andrew Morris,2006-04-21,Mechanical Engineering,2017,2020,1,Network Security,128661,3262
821974,Christopher Johnson,1999-04-26,Civil Engineering,2017,2023,1,Web Development,66860,6181
374478,Jennifer Snyder,2005-09-08,Electrical Engineering,2021,2023,1,Network Security,193717,20424
312142,Tammy Edwards,1997-06-24,Computer Science,2018,2019,1,Network Security,185285,35199
653644,James Murphy,2006-05-23,Civil Engineering,2022,2021,3,Machine Learning,188018,29544
185709,Patrick Gould,2006-04-30,Mechanical Engineering,2020,2018,4,Web Development,121002,13249
905177,James Fox,2004-05-20,Mechanical Engineering,2020,2020,4,Data Science,118051,18149
455688,Larry Carson,2002-04-06,Electrical Engineering,2022,2019,1,Network Security,133818,23971
473064,Scott Meyer,2002-04-04,Chemical Engineering,2016,2017,1,Web Development,106140,19540
868794,John Chambers,2001-05-16,Civil Engineering,2018,2023,1,Web Development,116463,19502
490958,Jennifer Soto,2000-11-12,Mechanical Engineering,2021,2022,3,Machine Learning,91518,2765
678762,Cassie Morton,1998-06-30,Civil Engineering,2016,2019,1,Data Science,51969,10157
506124,Paula Neal,1999-06-26,Civil Engineering,2017,2018,1,Web Development,196472,8373
590829,Ronald Smith,2005-12-09,Computer Science,2018,2019,3,Artificial Intelligence,113306,22553
815177,Michael Henderson,1999-01-09,Electrical Engineering,2020,2018,4,Network Security,151740,2641
392889,Adam Johnson,2000-03-14,Civil Engineering,2020,2021,2,Artificial Intelligence,192431,26335
967721,Ashley Brown,2004-05-03,Civil Engineering,2021,2017,1,Artificial Intelligence,199563,29230
454899,Lydia Riley,2000-02-12,Computer Science,2020,2023,4,Network Security,191985,35571
951710,Adam Wheeler,2002-12-20,Computer Science,2020,2017,4,Artificial Intelligence,139919,3595
489984,Andres Sanchez,2000-01-25,Electrical Engineering,2019,2023,3,Machine Learning,149265,20170
154741,Christopher Jenkins MD,2001-03-06,Civil Engineering,2022,2022,3,Machine Learning,95399,10268
319640,Jessica Morales,1998-05-15,Chemical Engineering,2020,2018,1,Data Science,172722,17182
885555,Michael Koch,2001-06-28,Chemical Engineering,2017,2019,3,Network Security,55757,4054
580828,Abigail Gonzalez,2002-09-11,Electrical Engineering,2018,2021,2,Machine Learning,99712,5840
618436,Michelle Curtis,2000-01-06,Civil Engineering,2018,2019,2,Machine Learning,98691,12932
970411,Regina Clements,2001-02-15,Civil Engineering,2022,2019,3,Web Development,195997,30415
118299,Janet Henson,1999-12-28,Chemical Engineering,2016,2021,1,Web Development,145015,17207
617215,Jacob Lang,2006-04-22,Civil Engineering,2017,2022,4,Artificial Intelligence,163866,25955
750795,Martha Davis,2002-08-13,Chemical Engineering,2018,2019,4,Network Security,157652,5895
840185,David Rose,2003-08-08,Computer Science,2021,2018,4,Network Security,134663,16444
533010,Laura Benjamin,1997-07-07,Electrical Engineering,2020,2018,1,Machine Learning,134367,19082
681992,George Lewis,2006-02-18,Electrical Engineering,2021,2019,4,Artificial Intelligence,95748,14106
743698,Alexander Evans,1998-06-17,Civil Engineering,2018,2018,3,Machine Learning,143392,22320
503991,Dr. Christine Wilcox,2003-04-03,Civil Engineering,2022,2017,2,Machine Learning,81640,7152
514491,John Howe,2005-03-20,Civil Engineering,2020,2022,2,Artificial Intelligence,118821,2313
733902,Amanda Vaughn,1997-08-10,Computer Science,2018,2020,2,Network Security,104803,16392
178310,Deborah Morris,1998-12-01,Civil Engineering,2016,2020,2,Machine Learning,87821,11315
959693,Joseph Khan,2000-11-29,Chemical Engineering,2020,2019,1,Web Development,164723,25830
123350,Deanna Richards,2000-02-07,Computer Science,2020,2017,3,Network Security,151285,28035
280075,Katrina Pratt,2005-07-01,Electrical Engineering,2017,2019,2,Machine Learning,104874,15338
385001,Karen Scott,1997-08-02,Computer Science,2021,2017,1,Machine Learning,158715,12997
750417,Roger Decker,1997-08-05,Computer Science,2016,2017,1,Network Security,58517,1787
310759,Tina Williams DDS,2005-03-02,Chemical Engineering,2017,2019,1,Web Development,116928,10306
987562,Kelly Stewart,1999-03-09,Mechanical Engineering,2016,2023,2,Data Science,83620,9569
830691,Sandra Reyes,2004-06-13,Electrical Engineering,2018,2021,1,Data Science,58225,11616
809169,Elizabeth Jones,2002-10-17,Electrical Engineering,2021,2020,4,Artificial Intelligence,144528,8384
235684,Thomas Williams,2001-12-04,Mechanical Engineering,2018,2022,4,Machine Learning,142876,113
467137,Linda Rhodes,2000-02-09,Computer Science,2017,2022,1,Machine Learning,169180,13969
261269,Steven Shea,2001-01-29,Civil Engineering,2016,2020,3,Network Security,142481,11234
882258,Jason Ellis,2004-01-06,Computer Science,2020,2018,4,Machine Learning,88324,10871
390550,Jonathan King,1999-08-30,Chemical Engineering,2020,2018,2,Data Science,105530,1119
187321,Rebecca Hayden,2005-03-09,Electrical Engineering,2018,2023,2,Artificial Intelligence,72573,13010
369785,Kathleen Clark,1997-07-08,Computer Science,2021,2021,4,Artificial Intelligence,158059,8763
679042,Anthony Ford,2002-11-02,Chemical Engineering,2019,2018,2,Machine Learning,75992,1737
512967,Lori George,2002-03-24,Computer Science,2016,2022,3,Web Development,111038,8455
703631,Teresa Humphrey,2005-11-03,Chemical Engineering,2020,2021,3,Web Development,123283,21189
618457,David Hall,1999-05-22,Civil Engineering,2017,2022,3,Data Science,103145,9668
703041,Brooke Burns,2004-11-04,Civil Engineering,2019,2022,4,Machine Learning,132073,17018
198025,Amy Stone,2003-04-26,Mechanical Engineering,2021,2018,1,Network Security,77777,4509
163472,Juan Smith,1998-09-18,Civil Engineering,2022,2023,3,Network Security,124639,6503
906581,Christopher Bates,2003-10-30,Chemical Engineering,2021,2023,3,Web Development,123237,8186
236003,Samuel Scott,2002-09-18,Civil Engineering,2021,2020,4,Network Security,108012,17789
174823,Alicia Hahn,2003-05-22,Electrical Engineering,2017,2017,3,Machine Learning,55870,926
857199,Wendy Morris,2005-07-11,Mechanical Engineering,2019,2021,4,Machine Learning,78252,3171
280728,Carl Howard,1997-08-19,Mechanical Engineering,2022,2018,4,Data Science,184020,30322
969157,Sarah Sanders,1997-07-13,Chemical Engineering,2021,2022,1,Network Security,195556,8708
461080,Kelli Brown,1997-07-25,Computer Science,2016,2022,2,Network Security,141760,1882
477870,Theresa Evans,2005-02-12,Computer Science,2021,2020,1,Artificial Intelligence,172728,4366
464880,Shane Harris,2000-09-26,Mechanical Engineering,2018,2017,3,Artificial Intelligence,157786,22558
162866,Breanna Simmons,2000-06-03,Mechanical Engineering,2017,2017,4,Artificial Intelligence,111601,4346
563854,Tiffany Hudson,1998-04-30,Civil Engineering,2021,2022,3,Artificial Intelligence,75779,8239
233650,David Hale,2000-04-30,Civil Engineering,2020,2022,4,Machine Learning,178170,20783
486038,Daniel Bass,2006-05-27,Computer Science,2020,2022,4,Machine Learning,187907,18100
732736,Steven Shaw,2002-01-26,Computer Science,2017,2020,1,Web Development,83613,10830
248824,Hunter Larson,2002-10-02,Civil Engineering,2021,2020,4,Machine Learning,145868,10488
981553,James Wyatt,2005-12-06,Civil Engineering,2022,2023,1,Data Science,173603,22789
356548,Brandon Schultz,2005-09-19,Electrical Engineering,2018,2020,4,Data Science,185911,31474
533942,Lisa Kaufman,2004-10-18,Chemical Engineering,2017,2021,1,Web Development,104515,14785
956945,Laura Reese,2005-02-16,Civil Engineering,2019,2023,2,Network Security,169750,26248
318437,Leslie Mclaughlin,2004-08-30,Electrical Engineering,2016,2017,2,Artificial Intelligence,147615,17897
145077,Robert Pham,2006-01-18,Mechanical Engineering,2021,2020,3,Artificial Intelligence,155561,19874
575876,Leah Miller,2006-05-09,Computer Science,2017,2022,2,Web Development,75810,14386
172160,Natalie Turner,2003-01-29,Computer Science,2018,2017,1,Artificial Intelligence,110900,5827
269617,Eric Johnson,2000-10-03,Electrical Engineering,2016,2021,1,Web Development,127046,4078
601955,Ernest Jenkins,1998-09-02,Mechanical Engineering,2018,2017,4,Artificial Intelligence,85821,5203
447131,Cory Vaughan,2002-12-12,Civil Engineering,2017,2020,3,Data Science,74978,8073
114197,Anthony Cabrera,2005-08-23,Electrical Engineering,2016,2023,2,Machine Learning,56944,4081
915600,David Barker,2005-05-02,Civil Engineering,2021,2022,3,Data Science,114276,18518
465434,Mr. Patrick Ellison MD,1998-11-30,Mechanical Engineering,2020,2022,4,Data Science,156336,20283
438113,Samuel Collier,2004-11-25,Chemical Engineering,2019,2018,4,Artificial Intelligence,132803,3515
760302,Derek Williams,2005-07-06,Electrical Engineering,2017,2023,1,Network Security,188040,19155
936324,Kenneth Moore,1999-11-13,Mechanical Engineering,2019,2018,2,Data Science,133887,8480
109416,Grant Raymond,2003-11-02,Mechanical Engineering,2019,2021,2,Artificial Intelligence,194759,13282
108019,Jason Sanders,2002-03-29,Mechanical Engineering,2017,2018,3,Web Development,88338,16478
529803,Brett Murray,2003-08-01,Civil Engineering,2020,2022,1,Web Development,90891,1454
278901,Lauren Shields,1999-01-20,Electrical Engineering,2022,2018,2,Web Development,78208,744
759343,Shannon Dougherty,1998-09-28,Electrical Engineering,2019,2017,1,Artificial Intelligence,67231,5268
475032,Jessica Hill,2005-06-02,Civil Engineering,2017,2022,3,Web Development,149523,3535
911796,Amy Keller,2005-04-17,Electrical Engineering,2020,2022,3,Network Security,54450,3861
842759,Michael Lee,2003-01-21,Electrical Engineering,2021,2021,3,Artificial Intelligence,95015,16808
117685,Matthew Walton,2000-11-27,Chemical Engineering,2020,2017,3,Web Development,85094,14419
520077,Katherine Mosley,1998-02-17,Mechanical Engineering,2021,2019,1,Artificial Intelligence,151765,9176
833738,Rachael Thomas,2004-06-06,Mechanical Engineering,2021,2021,3,Data Science,103231,2272
148367,John Holden,2000-11-19,Chemical Engineering,2018,2022,1,Network Security,169216,13588
455090,John Cross,2000-09-04,Chemical Engineering,2018,2021,3,Data Science,149362,23988
596732,Colton Ayala,1998-04-23,Civil Engineering,2020,2019,4,Data Science,153816,12462
530342,Jorge Garcia,1999-12-31,Civil Engineering,2019,2018,4,Artificial Intelligence,51740,527
461527,Kyle Dillon,2000-05-10,Computer Science,2016,2020,2,Data Science,113124,9412
373748,Paul Vance,2002-09-12,Civil Engineering,2022,2018,1,Web Development,195551,11262
530672,Donna Williamson,2004-11-26,Civil Engineering,2018,2017,3,Web Development,141284,18558
158496,John Dalton,2003-10-25,Electrical Engineering,2016,2019,1,Machine Learning,80054,1684
885749,Valerie Harris,2001-12-25,Electrical Engineering,2020,2023,2,Data Science,84609,6986
662208,Lisa Reed,1998-01-17,Civil Engineering,2021,2020,4,Network Security,80398,9354
929686,Ruth Williams,2005-08-31,Chemical Engineering,2017,2021,1,Artificial Intelligence,143887,6341
182569,Colleen Hansen,1999-01-13,Computer Science,2018,2021,3,Artificial Intelligence,113909,9467
867701,Joseph Hodges,1999-03-12,Chemical Engineering,2016,2018,2,Artificial Intelligence,162701,2659
945904,Tammy Robinson,2004-11-06,Electrical Engineering,2019,2017,2,Web Development,50716,2816
841728,Martin Roberts,2001-01-12,Computer Science,2016,2023,3,Network Security,94861,468
530402,Ryan Steele,2002-01-18,Civil Engineering,2019,2022,1,Web Development,91761,11669
163858,Miguel White,2005-05-25,Electrical Engineering,2019,2023,3,Artificial Intelligence,125007,4142
353783,Kimberly Frazier,1998-07-15,Chemical Engineering,2019,2020,3,Web Development,76688,10591
993192,Jonathan Palmer,1999-02-08,Civil Engineering,2018,2018,1,Data Science,99015,7713
403873,Tammie Larson,2005-12-24,Civil Engineering,2020,2021,2,Artificial Intelligence,130586,8192
387796,Melissa Kirk,2005-09-22,Electrical Engineering,2022,2019,2,Web Development,193736,26169
932625,Kendra Bradley,2000-05-30,Civil Engineering,2019,2019,3,Web Development,154148,5531
961828,Timothy Duran,1999-02-01,Chemical Engineering,2020,2017,2,Machine Learning,169621,19240
482081,Amanda Jensen,1999-05-16,Mechanical Engineering,2018,2020,2,Web Development,84243,63
124505,Michael Bender,2003-10-08,Civil Engineering,2016,2021,3,Machine Learning,162284,5787
204903,Tina Carter,2002-10-25,Chemical Engineering,2017,2017,1,Artificial Intelligence,88407,4568
368988,Monique Oliver,1998-03-05,Chemical Engineering,2021,2022,3,Artificial Intelligence,118213,9730
937232,Erica Barry,2004-09-25,Chemical Engineering,2020,2023,3,Web Development,78118,11715
374520,Jennifer Perez,2005-12-01,Chemical Engineering,2019,2022,1,Artificial Intelligence,73603,6639
146964,Anthony Sanchez,2006-01-12,Computer Science,2018,2020,4,Web Development,157560,23223
903787,Jacob Mcbride,2003-11-03,Chemical Engineering,2019,2022,3,Data Science,196575,38724
907260,Mrs. Carla Miranda,2000-11-07,Chemical Engineering,2016,2021,3,Machine Learning,106120,3919
280108,Danielle Lawrence,1998-03-20,Chemical Engineering,2020,2019,1,Web Development,75585,6344
691273,Linda Patel,1999-10-15,Civil Engineering,2021,2021,1,Artificial Intelligence,179453,26186
163389,Alexander Fisher,1999-06-23,Civil Engineering,2021,2017,2,Network Security,76220,7119
379094,Anthony Silva,1998-09-08,Civil Engineering,2022,2019,4,Artificial Intelligence,104615,11082
269242,William Cruz,1999-03-06,Computer Science,2017,2023,4,Artificial Intelligence,151622,2264
507283,Eric Robinson,1999-06-25,Mechanical Engineering,2017,2017,4,Network Security,156753,9342
401770,Peter Clements,1998-05-08,Computer Science,2018,2021,1,Machine Learning,96250,4679
608651,Gregory Brown,2003-03-12,Chemical Engineering,2018,2019,3,Web Development,118710,1605
991150,Cody Mathis,1999-10-12,Electrical Engineering,2016,2020,4,Data Science,92909,342
950950,Kerry Roberts,2002-08-30,Computer Science,2017,2021,1,Network Security,125703,9966
110329,Kenneth Marquez,2000-03-21,Electrical Engineering,2018,2023,4,Artificial Intelligence,132905,17990
973477,Jamie Shepherd,2004-10-22,Civil Engineering,2021,2018,1,Network Security,88493,1398
969871,Julie Hart,1997-10-18,Electrical Engineering,2019,2020,1,Network Security,71238,9944
188924,Henry Ray,1999-04-16,Chemical Engineering,2018,2023,2,Web Development,74481,10390
959471,Sara Ramirez DVM,1997-11-05,Mechanical Engineering,2021,2019,2,Web Development,191261,15982
724851,Joshua Mathis,2001-10-26,Civil Engineering,2018,2022,4,Data Science,176670,33874
885394,Victoria Brennan,2005-04-15,Mechanical Engineering,2016,2017,4,Artificial Intelligence,59521,6533
778365,Steven Johnson,2005-02-03,Computer Science,2018,2021,3,Web Development,180616,31709
655139,Edward Thompson,2004-01-18,Computer Science,2019,2022,3,Network Security,53022,5007
459989,Kenneth Peterson,2004-05-02,Civil Engineering,2019,2018,1,Data Science,190308,28496
542573,Joshua Wagner,1999-08-04,Mechanical Engineering,2021,2019,2,Artificial Intelligence,125189,2367
517981,Beth Hill,2000-11-01,Electrical Engineering,2019,2023,3,Data Science,62214,12185
820392,William Hart,2003-06-18,Civil Engineering,2020,2023,2,Artificial Intelligence,162228,9021
318231,Theresa Bryan,2005-01-11,Electrical Engineering,2018,2023,3,Artificial Intelligence,182977,20695
259944,Theresa Stuart,2002-11-29,Chemical Engineering,2019,2019,1,Machine Learning,190882,1441
466300,Mary Hernandez,2002-05-24,Chemical Engineering,2020,2017,4,Network Security,63587,3018
626102,Tammy Edwards,2002-07-15,Computer Science,2019,2017,1,Data Science,165335,31136
619897,Deanna Taylor,1998-07-31,Chemical Engineering,2017,2023,1,Network Security,147990,4924
343687,Elijah Barry,2003-04-02,Mechanical Engineering,2018,2021,1,Network Security,87458,6549
131553,Cody Steele,1999-02-03,Computer Science,2017,2017,3,Data Science,152071,24696
195970,Alison Guerra,2006-01-15,Electrical Engineering,2018,2022,2,Network Security,72784,7641
322421,Jonathan Alvarado,2000-12-14,Civil Engineering,2018,2018,2,Data Science,173978,10874
212090,Brian Green,1998-01-28,Mechanical Engineering,2022,2019,3,Artificial Intelligence,112891,20438
573031,Rebekah Cordova,2001-08-08,Civil Engineering,2017,2021,3,Artificial Intelligence,153855,23102
119597,Lisa Diaz,2002-04-19,Civil Engineering,2020,2020,2,Network Security,105309,4182
964957,Michael Callahan,1997-10-31,Computer Science,2017,2019,2,Data Science,117680,4691
806780,Jennifer Sampson,2004-07-22,Civil Engineering,2016,2019,2,Artificial Intelligence,166810,23182
903106,Matthew Tran,2003-10-08,Electrical Engineering,2019,2023,1,Machine Learning,113552,22659
527870,Cynthia Andrews,2002-10-24,Civil Engineering,2020,2023,4,Machine Learning,179301,5377
276912,Adrian Gibson,2002-06-14,Civil Engineering,2020,2023,3,Artificial Intelligence,90149,11247
440796,Maria Cruz,2001-07-23,Electrical Engineering,2022,2021,1,Artificial Intelligence,111894,19742
193014,Wanda Brown,2004-08-13,Electrical Engineering,2017,2023,1,Machine Learning,91924,17016
295090,Michael Lawrence,1999-03-30,Mechanical Engineering,2021,2020,1,Machine Learning,133618,12083
135169,Robert White,1997-11-05,Mechanical Engineering,2019,2022,2,Network Security,197805,15739
596273,Stephanie Harding,1999-03-21,Electrical Engineering,2016,2020,2,Network Security,79590,9416
990440,Kimberly Dunn,2002-08-06,Civil Engineering,2018,2023,2,Data Science,126881,10915
508306,Corey Oneill,2001-07-23,Chemical Engineering,2021,2021,4,Data Science,153278,6078
284891,Valerie Welch,2005-01-31,Computer Science,2022,2021,4,Web Development,130174,13348
383389,Chad Walker,2000-06-22,Civil Engineering,2017,2018,3,Machine Learning,72972,11349
593635,Maxwell Morrison,2002-11-14,Chemical Engineering,2016,2021,2,Network Security,94462,2165
458639,Richard Delgado,2003-08-20,Chemical Engineering,2018,2019,1,Machine Learning,159522,11042
951974,Vicki Sparks,2001-10-14,Mechanical Engineering,2020,2017,2,Network Security,143174,7553
584183,Katrina Lamb,2001-11-28,Civil Engineering,2016,2020,1,Artificial Intelligence,178897,8101
347416,Darrell Butler,2004-01-28,Mechanical Engineering,2019,2018,2,Machine Learning,106063,5381
844989,William Evans,2001-07-24,Computer Science,2022,2023,3,Network Security,137627,25715
578880,Lynn Daniels,2000-11-24,Electrical Engineering,2018,2023,1,Network Security,105959,9792
573828,Brittany Payne,2001-09-19,Electrical Engineering,2017,2019,1,Data Science,98945,5688
404076,Mark Ford,1999-08-28,Chemical Engineering,2016,2023,2,Web Development,144058,1169
271863,Erica Lee,2001-01-07,Computer Science,2017,2020,1,Network Security,156528,5734
436634,Christopher Patrick,2005-02-17,Mechanical Engineering,2017,2017,4,Network Security,85045,712
221564,Gregory Brewer,2000-02-15,Chemical Engineering,2022,2017,4,Network Security,86677,16697
954458,Jessica Anderson,2006-02-14,Civil Engineering,2017,2020,1,Machine Learning,121862,12052
628493,Larry Meyer,1999-08-26,Electrical Engineering,2017,2020,4,Data Science,147252,19955
581682,Diana Lara MD,2000-01-16,Computer Science,2021,2018,2,Web Development,76120,5186
863403,Crystal Rodriguez,2005-06-04,Chemical Engineering,2020,2017,3,Web Development,125064,24974
972820,Justin Robinson,2002-08-13,Chemical Engineering,2022,2018,4,Network Security,153283,4780
599170,Jessica Thomas,2005-12-18,Civil Engineering,2018,2019,1,Data Science,67196,9920
794418,Eileen Sosa,1999-09-25,Electrical Engineering,2022,2017,3,Web Development,184362,18576
648335,Hunter Medina,2004-09-07,Electrical Engineering,2020,2021,2,Web Development,106734,1769
121631,Gabriela Clark,2005-10-11,Mechanical Engineering,2021,2023,1,Data Science,163299,22835
253845,Scott Smith,2002-05-22,Computer Science,2018,2021,1,Web Development,88234,14231
466091,Jason Valdez,2004-01-09,Computer Science,2019,2023,4,Web Development,97238,16972
697400,Annette Werner,1997-11-11,Mechanical Engineering,2022,2022,3,Data Science,128963,4637
565203,Taylor Cannon,2001-06-24,Electrical Engineering,2019,2017,2,Artificial Intelligence,153652,784
309422,Deanna Evans,2005-05-30,Civil Engineering,2022,2022,2,Network Security,162504,32020
256781,Eric Smith,1999-01-19,Electrical Engineering,2022,2019,4,Web Development,118584,16314
171032,Raymond Erickson,2000-01-07,Mechanical Engineering,2021,2019,1,Network Security,144114,4715
805260,Gregory Russell,1999-07-12,Electrical Engineering,2020,2018,2,Web Development,142290,17520
408760,John Foster,2000-03-31,Mechanical Engineering,2022,2019,1,Network Security,80570,13321
902109,Tracy Cook,1998-08-08,Computer Science,2017,2019,3,Machine Learning,134434,16845
194166,Michael Horton,2002-04-27,Electrical Engineering,2018,2021,2,Data Science,139887,16995
465080,Marissa Harrison,2003-11-13,Civil Engineering,2020,2020,2,Web Development,50891,6551
275260,Stephen Davis,1999-06-01,Electrical Engineering,2016,2018,2,Artificial Intelligence,154573,879
985460,Jennifer Becker,2005-06-29,Electrical Engineering,2019,2021,4,Machine Learning,111655,1540
991245,Monique Marshall,2000-11-03,Mechanical Engineering,2018,2023,3,Data Science,74886,6077
320690,Lee Cobb,2004-08-23,Chemical Engineering,2017,2023,1,Web Development,61431,7873
963865,Richard Williams,2000-10-20,Civil Engineering,2021,2022,3,Artificial Intelligence,85458,3042
832054,James Washington,1998-08-10,Mechanical Engineering,2018,2019,1,Network Security,70872,9033
747817,Melissa Cooper,2004-05-23,Electrical Engineering,2022,2018,1,Artificial Intelligence,129400,19010
248978,Lisa Rodriguez,2004-04-19,Mechanical Engineering,2020,2019,1,Machine Learning,136895,6859
514342,Michael Thomas,2005-11-26,Electrical Engineering,2018,2021,4,Web Development,72105,2833
283321,Colin Woods,2004-10-30,Chemical Engineering,2022,2023,4,Artificial Intelligence,55499,4146
366763,Linda Green,2002-04-07,Mechanical Engineering,2022,2017,3,Data Science,137739,20907
962975,Heather Rocha,1999-03-02,Computer Science,2016,2021,1,Network Security,163714,19302
698243,Dr. Alyssa Johnson,2000-06-22,Chemical Engineering,2017,2023,1,Network Security,136471,22245
702601,Benjamin Gray,2001-05-24,Mechanical Engineering,2019,2020,4,Data Science,190298,32394
682300,Michael Mullins,2005-01-18,Mechanical Engineering,2016,2021,2,Network Security,51692,7879
113548,Lindsey Cunningham,2003-03-24,Computer Science,2020,2018,3,Artificial Intelligence,143204,11788
658205,Robert Vargas,2004-05-09,Electrical Engineering,2018,2022,3,Web Development,96423,12121
997678,Joseph White,2001-02-24,Civil Engineering,2019,2020,2,Machine Learning,84308,4063
745024,Bobby Freeman,1999-10-28,Chemical Engineering,2019,2020,1,Data Science,109616,20642
904594,Dylan Green,2004-10-10,Mechanical Engineering,2022,2023,4,Artificial Intelligence,68153,12577
